age,educ,black,hisp,married,re74,re75,unem75,unem74,agesq,avgre,travgre,unem78,em78,Z_voucher,treat_itemC,re78_c
34,9,1,0,1,9.7963305,8.9516106,0,0,1156,9.37397,0,0,1,1,1,15.545927
46,9,1,0,0,9.7963305,9.30968,0,0,2116,9.5530052,0,0,1,1,1,0
47,4,1,0,0,9.7963305,10.7419,0,0,2209,10.269115,0,0,1,0,0,4.634902
24,11,1,0,1,9.7963305,10.7419,0,0,576,10.269115,0,0,1,1,1,15.499822
39,5,1,0,1,9.7963305,10.7419,0,0,1521,10.269115,0,0,1,1,1,20.407179
32,11,1,0,0,9.7963305,14.322599,0,0,1024,12.059465,0,0,1,0,1,12.255282
23,11,1,0,1,9.9805098,6.26613,0,0,529,8.1233196,0,0,1,0,1,15.250531
39,11,1,0,1,9.99226,11.637099,0,0,1521,10.81468,0,0,1,0,0,13.745075
41,10,1,0,1,10.0902,14.7576,0,0,1681,12.423901,0,0,1,0,0,14.747082
32,10,1,0,0,10.1882,8.9516106,0,0,1024,9.5699053,0,1,0,0,1,21.981844
40,5,1,0,1,10.1882,12.1742,0,0,1600,11.1812,0,1,0,1,1,12.38291
37,11,1,0,1,10.1882,13.9645,0,0,1369,12.07635,0,0,1,1,1,16.028341
37,11,1,0,1,10.1882,13.9645,0,0,1369,12.07635,0,0,1,1,1,25.621336
50,11,1,0,0,10.1882,17.9032,0,0,2500,14.0457,0,0,1,0,0,16.17087
29,10,1,0,1,10.3841,7.3045201,0,0,841,8.8443098,0,0,1,1,1,18.025227
28,7,1,0,1,10.488,8.2605495,0,0,784,9.3742752,0,0,1,1,1,13.737119
39,9,1,0,1,10.58,9.6677399,0,0,1521,10.12387,0,0,1,0,0,14.970282
39,9,1,0,1,10.58,9.6677399,0,0,1521,10.12387,0,0,1,0,0,9.5654945
34,8,1,0,1,10.58,12.5323,0,0,1156,11.55615,0,0,1,1,1,18.570591
53,7,1,0,1,10.584,17.525499,0,0,2809,14.054749,0,0,1,0,0,17.357994
53,7,1,0,1,10.584,17.525499,0,0,2809,14.054749,0,0,1,0,0,25.000507
49,10,1,0,1,10.776,0,1,0,2401,5.388,0,0,1,1,1,15.216743
49,10,1,0,1,10.776,0,1,0,2401,5.388,0,0,1,0,0,8.9291487
47,6,1,0,1,10.776,8.0564499,0,0,2209,9.4162254,0,1,0,1,1,11.419829
30,9,1,0,1,10.776,8.9516106,0,0,900,9.8638058,0,0,1,0,0,8.9072695
31,9,1,0,1,10.776,8.9516106,0,0,961,9.8638058,0,0,1,1,1,17.861193
44,7,1,0,1,10.776,10.7419,0,0,1936,10.75895,0,0,1,0,0,13.44382
48,10,1,0,1,10.7858,5.3709702,0,0,2304,8.0783854,0,0,1,1,1,16.293873
27,11,1,0,1,10.897401,3.93871,0,0,729,7.4180555,0,0,1,0,0,4.5219054
22,11,1,0,0,10.9719,7.1612902,0,0,484,9.0665951,0,0,1,1,1,17.222626
22,11,1,0,0,11.069901,5.1919398,0,0,484,8.1309204,0,0,1,0,0,19.770979
26,6,1,0,1,11.4617,9.8073893,0,0,676,10.634544,0,0,1,1,1,29.141376
22,9,1,0,1,11.7086,10.419701,0,0,484,11.06415,0,0,1,0,0,25.19482
33,6,1,0,1,11.739901,5.95819,0,0,1089,8.8490448,0,0,1,1,1,21.727539
34,11,1,0,0,11.7556,2.1483898,0,0,1156,6.9519949,0,0,1,0,1,20.70928
23,11,1,0,1,11.7556,5.8185496,0,0,529,8.787075,0,0,1,0,0,6.4518862
25,9,1,0,0,11.7556,7.1612902,0,0,625,9.4584446,0,0,1,0,0,21.487005
28,9,1,0,1,11.7556,7.1612902,0,0,784,9.4584446,0,0,1,0,0,22.652098
35,11,1,0,1,11.7556,8.9516106,0,0,1225,10.353605,0,1,0,0,0,12.598822
29,10,1,0,1,11.7556,9.78053,0,0,841,10.768064,0,0,1,0,1,14.279493
42,8,1,0,1,11.7556,10.7419,0,0,1764,11.248751,0,0,1,1,1,31.968115
47,11,1,0,1,11.7556,10.7419,0,0,2209,11.248751,0,0,1,0,1,11.79269
39,10,1,0,0,11.7556,12.5323,0,0,1521,12.14395,0,0,1,0,0,22.362682
43,8,1,0,1,11.7556,12.5323,0,0,1849,12.14395,0,0,1,0,0,9.2790718
43,8,1,0,1,11.7556,12.5323,0,0,1849,12.14395,0,0,1,0,1,18.583183
28,10,1,0,1,11.7556,15.2177,0,0,784,13.48665,0,0,1,0,0,16.151953
47,11,1,0,1,11.7556,16.053801,0,0,2209,13.9047,0,1,0,1,1,25.538067
53,4,1,0,1,11.8927,8.9516106,0,0,2809,10.422155,0,0,1,1,1,15.639249
54,4,1,0,0,11.933901,10.9657,0,0,2916,11.4498,0,0,1,0,0,16.575106
44,7,1,0,1,11.9672,14.566099,0,0,1936,13.266649,0,0,1,1,1,.76749671
54,3,1,0,1,12.2258,9.6068697,0,0,2916,10.916334,0,0,1,1,1,19.851583
34,10,1,0,1,12.3434,11.637099,0,0,1156,11.99025,0,0,1,0,1,24.458851
48,5,1,0,1,12.3434,13.6065,0,0,2304,12.97495,0,0,1,1,1,18.312454
22,11,1,0,1,12.5393,21.4839,0,0,484,17.0116,0,0,1,0,0,37.45406
25,10,1,0,1,12.696,8.9516106,0,0,625,10.823805,0,0,1,0,0,9.5590096
53,6,1,0,1,12.7352,10.7419,0,0,2809,11.73855,0,0,1,0,0,22.142836
31,6,1,0,0,12.7352,10.7419,0,0,961,11.73855,0,0,1,1,1,18.170824
50,6,1,0,1,13.033,4.09268,0,0,2500,8.5628395,0,1,0,1,1,10.164846
31,11,1,0,1,13.1271,14.8597,0,0,961,13.993401,0,0,1,1,1,26.043156
21,9,1,0,0,13.1271,16.3277,0,0,441,14.7274,0,0,1,1,1,21.453077
36,11,1,0,1,13.1408,12.5323,0,0,1296,12.83655,0,0,1,1,1,21.88475
40,10,1,0,1,13.244599,19.693501,0,0,1600,16.469049,0,0,1,0,1,19.751713
44,9,1,0,1,13.366099,14.6448,0,0,1936,14.005449,0,0,1,0,1,25.268112
46,8,1,0,1,13.7149,7.0896802,0,0,2116,10.40229,0,1,0,0,0,27.100584
48,6,1,0,0,13.7149,11.637099,0,0,2304,12.676,0,0,1,1,1,17.249121
50,7,1,0,1,13.7149,12.5323,0,0,2500,13.1236,0,0,1,0,0,10.274252
50,7,1,0,1,13.7149,12.5323,0,0,2500,13.1236,0,0,1,0,0,21.540056
26,11,1,0,1,13.7149,13.248401,0,0,676,13.48165,0,0,1,0,0,36.285126
30,10,1,0,0,13.7149,14.322599,0,0,900,14.018749,0,0,1,0,1,25.622387
46,10,1,0,1,13.7149,16.1129,0,0,2116,14.9139,0,0,1,1,1,21.98225
50,7,1,0,1,13.7149,17.9032,0,0,2500,15.80905,0,0,1,0,0,12.672124
33,10,1,0,0,13.7541,13.9645,0,0,1089,13.859301,0,0,1,0,0,21.323664
53,5,1,0,1,14.0088,2.6604199,0,0,2809,8.33461,0,0,1,0,0,4.4036188
24,10,1,0,1,14.482901,10.7419,0,0,576,12.6124,0,0,1,0,0,24.842539
55,3,1,0,1,14.5476,13.463201,0,0,3025,14.0054,0,0,1,0,0,10.167469
41,10,1,0,0,14.6788,15.2535,0,0,1681,14.96615,0,0,1,1,1,22.321962
25,11,1,0,1,14.6945,6.6241899,0,0,625,10.659345,0,0,1,0,0,18.644697
23,11,1,0,1,14.6945,13.427401,0,0,529,14.06095,0,0,1,0,0,30.545776
42,11,1,0,0,14.6945,15.2177,0,0,1764,14.9561,0,0,1,0,0,26.178499
36,7,1,0,1,14.6945,15.7548,0,0,1296,15.224649,0,0,1,1,1,15.806192
39,6,1,0,1,14.6945,16.471001,0,0,1521,15.58275,0,0,1,0,0,22.924536
53,9,1,0,1,14.9453,13.6978,0,0,2809,14.32155,0,0,1,1,1,21.480684
53,8,1,0,1,15.0864,15.6492,0,0,2809,15.3678,0,0,1,1,1,25.998482
31,8,1,0,1,15.1765,10.8511,0,0,961,13.0138,0,0,1,0,0,13.870848
19,11,1,0,0,15.5879,10.7419,0,0,361,13.1649,0,1,0,0,0,26.328236
31,11,1,0,0,15.6741,4.3164701,0,0,961,9.995285,0,0,1,0,0,29.550331
25,11,1,0,0,15.6741,6.9822598,0,0,625,11.32818,0,0,1,0,0,23.958979
23,11,1,0,1,15.6741,8.4145193,0,0,529,12.04431,0,0,1,0,0,21.410645
34,10,1,0,0,15.6741,12.5323,0,0,1156,14.1032,0,0,1,1,1,17.73897
37,9,1,0,1,15.6741,16.1129,0,0,1369,15.893499,0,0,1,1,1,25.207464
53,6,1,0,1,15.6741,16.1129,0,0,2809,15.893499,0,0,1,1,1,23.507807
35,10,1,0,1,15.6741,16.471001,0,0,1225,16.07255,0,0,1,1,1,17.304836
54,2,1,0,1,15.6741,16.9902,0,0,2916,16.33215,0,0,1,1,1,26.119547
35,11,1,0,1,15.6741,17.9032,0,0,1225,16.788651,0,1,0,1,1,38.233013
41,7,1,0,1,15.6741,32.2258,0,0,1681,23.949949,0,0,1,0,0,13.471227
51,8,1,0,1,15.987599,5.8006501,0,0,2601,10.894125,0,1,0,1,1,16.272123
30,7,1,0,1,15.9955,15.3878,0,0,900,15.69165,0,0,1,0,0,30.944464
53,4,1,0,1,16.142401,.98467702,0,0,2809,8.5635386,0,1,0,0,0,2.0607967
48,8,1,0,1,16.2619,11.637099,0,0,2304,13.949499,0,0,1,0,0,16.803917
48,8,1,0,1,16.2619,11.637099,0,0,2304,13.949499,0,0,1,1,1,25.538315
47,6,1,0,1,16.2619,14.4121,0,0,2209,15.337,0,0,1,0,0,13.059128
47,8,1,0,1,16.3011,17.129801,0,0,2209,16.71545,0,0,1,1,1,24.740267
47,8,1,0,1,16.3011,17.129801,0,0,2209,16.71545,0,0,1,1,1,20.631073
31,11,1,0,1,16.453901,19.693501,0,0,961,18.0737,0,0,1,1,1,30.548422
35,10,1,0,0,17.045599,14.322599,0,0,1225,15.684099,0,0,1,0,1,29.336405
25,7,1,0,0,17.045599,16.138,0,0,625,16.591801,0,0,1,0,0,33.27322
23,11,1,0,1,17.116199,10.7419,0,0,529,13.92905,0,0,1,1,1,29.479919
55,8,1,0,1,17.241501,17.9032,0,0,3025,17.57235,0,0,1,1,1,25.437542
33,11,1,0,1,17.370901,15.8444,0,0,1089,16.607651,0,0,1,0,0,29.700546
31,9,1,0,0,17.4375,13.427401,0,0,961,15.43245,0,0,1,0,0,20.678099
42,8,1,0,0,17.6334,10.562901,0,0,1764,14.09815,0,1,0,1,1,16.642138
23,9,1,0,1,17.6334,12.5323,0,0,529,15.08285,0,0,1,1,1,10.926919
43,11,1,0,1,17.6334,14.322599,0,0,1849,15.978,0,0,1,0,1,30.109875
43,11,1,0,1,17.6334,14.322599,0,0,1849,15.978,0,0,1,0,0,29.224253
50,9,1,0,1,17.6334,16.1129,0,0,2500,16.87315,0,0,1,0,0,16.631388
25,11,1,0,1,17.6334,21.4839,0,0,625,19.558651,0,0,1,1,1,15.673362
44,8,1,0,1,17.6334,21.4839,0,0,1936,19.558651,0,0,1,0,1,28.049284
36,10,1,0,0,17.6334,21.4839,0,0,1296,19.558651,0,0,1,0,0,15.12404
40,2,1,0,1,17.645199,13.427401,0,0,1600,15.5363,0,0,1,0,0,7.9181623
44,5,1,0,1,17.688301,17.9032,0,0,1936,17.79575,0,0,1,1,1,35.586674
46,11,1,0,1,17.8685,17.9032,0,0,2116,17.885849,0,0,1,1,0,23.961218
44,11,1,0,1,17.9293,18.5889,0,0,1936,18.2591,0,0,1,0,0,29.463501
41,10,1,0,1,18.025301,17.3661,0,0,1681,17.695702,0,0,1,0,0,24.213411
36,11,1,0,1,18.025301,21.4839,0,0,1296,19.754601,0,0,1,1,1,34.471657
46,3,1,0,1,18.319099,14.322599,0,0,2116,16.32085,0,0,1,0,0,10.34837
36,10,1,0,1,18.417099,16.1129,0,0,1296,17.264999,0,0,1,0,1,28.208559
27,8,1,0,1,18.417099,22.9161,0,0,729,20.666599,0,0,1,1,1,32.08189
24,11,1,0,0,18.613001,20.2306,0,0,576,19.421801,0,0,1,1,1,32.078636
34,11,1,0,1,18.809,17.9032,0,0,1156,18.3561,0,0,1,0,1,34.569153
33,9,1,0,1,19.3967,16.1129,0,0,1089,17.754799,0,0,1,1,1,38.496685
20,7,1,0,1,19.592699,11.637099,0,0,400,15.614899,0,0,1,0,0,16.981236
28,11,1,0,1,19.592699,12.8903,0,0,784,16.241499,0,0,1,0,1,22.732183
44,6,1,0,1,19.592699,14.322599,0,0,1936,16.957649,0,0,1,1,1,21.26264
25,5,1,0,1,19.592699,16.65,0,0,625,18.121349,0,0,1,0,0,25.504641
30,11,1,0,1,19.592699,24.5471,0,0,900,22.069901,0,0,1,0,1,27.94076
43,6,1,0,1,19.912001,16.1129,0,0,1849,18.012451,0,0,1,0,0,26.497503
55,6,1,0,1,19.962999,26.854801,0,0,3025,23.408901,0,0,1,0,1,16.991581
53,10,1,0,1,20.062901,15.5024,0,0,2809,17.78265,0,0,1,0,0,25.565601
40,11,1,0,1,20.2784,16.1129,0,0,1600,18.19565,0,0,1,0,0,22.108774
50,7,1,0,1,20.384199,17.008101,0,0,2500,18.69615,0,0,1,0,0,18.23728
38,9,1,0,1,20.3881,22.4077,0,0,1444,21.3979,0,0,1,0,0,33.844803
44,10,1,0,1,20.9935,19.1905,0,0,1936,20.091999,0,0,1,0,0,21.279953
44,10,1,0,1,20.9935,19.1905,0,0,1936,20.091999,0,0,1,1,1,28.162621
34,10,1,0,1,21.551901,10.083099,0,0,1156,15.8175,0,0,1,0,0,26.062712
48,6,1,0,1,21.551901,16.1129,0,0,2304,18.832401,0,0,1,0,0,29.450098
41,10,1,0,1,21.551901,20.767698,0,0,1681,21.1598,0,0,1,0,0,29.231083
33,8,1,0,1,21.551901,22.379,0,0,1089,21.96545,0,0,1,0,0,30.997477
22,10,1,0,1,21.551901,25.064501,0,0,484,23.308201,0,0,1,0,0,48.541313
54,9,1,0,0,21.551901,30.435499,0,0,2916,25.9937,0,0,1,1,1,26.798922
30,10,1,0,1,22.3356,0,1,0,900,11.1678,0,0,1,0,1,16.501751
49,4,1,0,1,22.9685,28.645199,0,0,2401,25.80685,0,0,1,1,1,18.245281
33,10,1,0,1,23.5112,12.5323,0,0,1089,18.021749,0,0,1,0,0,24.082935
52,8,1,0,0,23.5112,15.2177,0,0,2704,19.36445,0,0,1,1,1,16.993744
36,7,1,0,1,23.5112,21.4839,0,0,1296,22.497551,0,0,1,0,0,27.732815
51,8,1,0,1,23.5112,23.274199,0,0,2601,23.3927,0,0,1,1,1,11.446242
50,8,1,0,1,23.7071,28.9137,0,0,2500,26.3104,0,0,1,0,0,29.447092
44,11,1,0,1,24.294901,35.806499,0,0,1936,30.050701,0,0,1,0,1,32.635277
44,11,1,0,1,24.294901,35.806499,0,0,1936,30.050701,0,0,1,0,0,39.489212
35,9,1,0,1,24.6868,16.829,0,0,1225,20.7579,0,0,1,0,0,34.011879
52,7,1,0,0,25.470501,17.9032,0,0,2704,21.686852,0,0,1,1,1,17.906246
46,8,1,0,1,25.470501,21.4839,0,0,2116,23.4772,0,0,1,1,1,37.492474
44,3,1,0,1,25.470501,21.4839,0,0,1936,23.4772,0,0,1,1,0,2.994204
40,10,1,0,0,25.470501,23.274199,0,0,1600,24.372349,0,0,1,1,1,24.591133
26,8,1,0,1,25.470501,23.274199,0,0,676,24.372349,0,0,1,0,0,37.952682
35,9,1,0,1,26.134699,24.169401,0,0,1225,25.15205,0,0,1,1,1,28.778601
51,10,1,0,1,27.037901,21.4839,0,0,2601,24.2609,0,0,1,0,1,19.857124
51,10,1,0,1,27.429699,25.064501,0,0,2601,26.247101,0,0,1,1,1,30.67025
41,7,1,0,1,27.429699,26.708,0,0,1681,27.06885,0,0,1,0,1,26.980675
39,8,1,0,1,27.429699,26.854801,0,0,1521,27.14225,0,0,1,0,0,17.298601
48,10,1,0,1,27.429699,30.435499,0,0,2304,28.932598,0,0,1,1,1,20.088284
48,10,1,0,1,27.429699,30.435499,0,0,2304,28.932598,0,0,1,1,1,26.568316
49,6,1,0,1,27.429699,34.016102,0,0,2401,30.7229,0,0,1,0,1,31.260666
46,9,1,0,1,28.605301,32.2258,0,0,2116,30.41555,0,0,1,0,1,37.677917
45,9,1,0,1,28.863901,26.854801,0,0,2025,27.859352,0,0,1,0,1,26.476505
37,11,1,0,1,29.389,21.4839,0,0,1369,25.436451,0,0,1,0,1,28.612011
36,11,1,0,0,29.389,25.983,0,0,1296,27.686001,0,0,1,0,0,47.564812
47,10,1,0,1,29.389,26.854801,0,0,2209,28.121901,0,1,0,1,1,22.943974
47,10,1,0,1,29.389,26.854801,0,0,2209,28.121901,0,1,0,1,1,32.261883
19,11,1,0,0,29.726,8.8065996,0,0,361,19.2663,0,0,1,0,0,18.200602
32,10,1,0,1,30.930901,35.806499,0,0,1024,33.368698,0,0,1,1,1,49.909317
51,11,1,0,1,31.348301,21.4839,0,0,2601,26.4161,0,0,1,0,0,32.960506
42,6,1,0,1,31.348301,28.645199,0,0,1764,29.99675,0,0,1,0,0,26.837706
42,5,1,0,1,31.348301,32.2258,0,0,1764,31.78705,0,0,1,1,1,33.317883
55,7,1,0,1,32.5042,26.854801,0,0,3025,29.679501,0,0,1,0,0,29.842405
55,7,1,0,1,32.5042,26.854801,0,0,3025,29.679501,0,0,1,0,0,35.375889
51,8,1,0,1,33.299698,25.064501,0,0,2601,29.182098,0,0,1,1,1,26.674271
55,2,1,0,1,33.307499,20.9468,0,0,3025,27.12715,0,0,1,0,0,21.328602
51,8,1,0,1,35.2668,25.064501,0,0,2601,30.165649,0,0,1,0,0,37.118259
52,8,1,0,1,35.2668,33.120998,0,0,2704,34.193901,0,0,1,1,1,45.04155
41,8,1,0,1,36.6912,32.888199,0,0,1681,34.7897,0,0,1,0,0,28.711634
48,8,1,0,1,37.226101,26.854801,0,0,2304,32.040451,0,0,1,1,1,29.945152
48,8,1,0,1,37.226101,26.854801,0,0,2304,32.040451,0,0,1,0,0,41.665688
47,12,0,0,0,0,0,1,1,2209,0,0,1,0,0,1,0
44,12,0,0,0,0,0,1,1,1936,0,0,1,0,1,1,0
54,12,0,0,1,0,0,1,1,2916,0,0,1,0,0,0,2.2912774
55,12,0,1,1,0,0,1,1,3025,0,0,1,0,1,1,3.7964332
47,12,0,0,1,0,0,1,1,2209,0,0,1,0,0,1,0
44,12,0,0,1,0,0,1,1,1936,0,0,1,0,0,1,0
49,14,0,0,1,0,0,1,1,2401,0,0,1,0,0,1,8.8763437
55,14,0,0,1,0,0,1,1,3025,0,0,1,0,1,1,7.0529709
34,16,0,0,1,0,0,1,1,1156,0,0,0,1,0,0,0
55,13,0,1,1,0,0,1,1,3025,0,0,1,0,1,1,0
52,12,0,0,1,0,0,1,1,2704,0,0,1,0,1,1,7.9615464
52,15,0,0,1,0,0,1,1,2704,0,0,1,0,0,0,4.9087892
30,16,0,0,1,0,0,1,1,900,0,0,1,0,1,1,13.286499
21,12,0,0,0,0,0,1,1,441,0,0,1,0,1,1,0
30,17,0,0,0,0,0,1,1,900,0,0,1,0,0,1,6.4430518
44,12,0,0,1,0,0,1,1,1936,0,0,1,0,0,0,0
46,12,0,0,0,0,0,1,1,2116,0,0,1,0,1,1,10.54038
53,17,0,0,1,0,0,1,1,2809,0,0,1,0,1,1,8.828824
26,16,0,0,0,0,0,1,1,676,0,0,0,1,1,1,0
49,12,0,0,1,0,0,1,1,2401,0,0,0,1,0,1,0
39,15,0,0,1,0,0,1,1,1521,0,0,0,1,1,1,5.4620714
26,17,0,0,1,0,0,1,1,676,0,0,0,1,0,1,5.00526
32,16,0,0,1,0,0,1,1,1024,0,0,1,0,0,0,0
34,12,0,0,1,0,0,1,1,1156,0,0,1,0,1,1,7.9489064
31,14,0,0,1,0,0,1,1,961,0,0,1,0,0,1,1.7504659
39,17,0,1,1,0,0,1,1,1521,0,0,0,1,0,1,17.12105
40,17,0,0,1,0,0,1,1,1600,0,0,1,0,0,1,8.1451063
31,12,0,0,1,0,0,1,1,961,0,0,1,0,0,0,2.5708485
27,13,0,0,1,0,0,1,1,729,0,0,0,1,0,1,.2881819
48,12,0,0,1,0,0,1,1,2304,0,0,1,0,0,0,7.6550069
41,13,0,0,1,0,0,1,1,1681,0,0,1,0,1,1,6.199502
26,14,0,0,0,0,0,1,1,676,0,0,1,0,0,0,0
50,17,0,0,0,0,0,1,1,2500,0,0,1,0,0,1,0
48,12,0,0,1,0,0,1,1,2304,0,0,0,1,0,1,0
45,16,0,0,1,0,0,1,1,2025,0,0,1,0,0,1,7.1026363
37,13,0,0,1,0,0,1,1,1369,0,0,1,0,1,1,11.041988
33,12,0,0,1,0,0,1,1,1089,0,0,1,0,1,1,14.740844
31,12,0,0,1,0,0,1,1,961,0,0,1,0,0,1,0
44,13,0,0,1,0,0,1,1,1936,0,0,1,0,1,1,0
28,17,0,0,1,0,0,1,1,784,0,0,1,0,0,1,.69443464
30,17,0,0,1,0,0,1,1,900,0,0,1,0,1,1,.14865918
42,16,0,0,1,0,0,1,1,1764,0,0,1,0,0,0,0
30,12,0,0,1,0,0,1,1,900,0,0,1,0,1,1,21.520329
27,16,0,0,1,0,0,1,1,729,0,0,1,0,1,1,13.948848
37,12,0,0,1,0,0,1,1,1369,0,0,1,0,0,0,2.9942031
37,12,0,0,1,0,0,1,1,1369,0,0,1,0,1,1,0
45,12,0,0,1,0,0,1,1,2025,0,0,0,1,1,1,.32255858
35,16,0,0,1,0,0,1,1,1225,0,0,1,0,0,0,6.2449303
37,17,0,0,1,0,0,1,1,1369,0,0,0,1,0,1,9.3367682
27,17,0,0,1,0,0,1,1,729,0,0,1,0,0,0,0
47,14,0,0,1,0,0,1,1,2209,0,0,1,0,0,0,14.992546
48,12,0,0,1,0,0,1,1,2304,0,0,1,0,1,1,1.1638744
42,12,0,0,1,0,0,1,1,1764,0,0,1,0,0,1,2.0326705
43,12,0,0,1,0,0,1,1,1849,0,0,1,0,0,1,7.5350585
46,12,0,0,1,0,0,1,1,2116,0,0,1,0,1,1,3.894186
46,12,0,0,1,0,0,1,1,2116,0,0,1,0,1,1,8.3363209
46,12,0,0,1,0,0,1,1,2116,0,0,1,0,0,1,3.71825
29,16,0,0,1,0,0,1,1,841,0,0,0,1,1,1,0
39,13,0,0,1,0,0,1,1,1521,0,0,1,0,0,1,27.224291
32,12,0,0,1,0,0,1,1,1024,0,0,1,0,0,0,0
48,16,0,0,1,0,0,1,1,2304,0,0,1,0,1,1,2.8068492
48,16,0,0,1,0,0,1,1,2304,0,0,1,0,1,1,0
41,13,0,0,1,0,0,1,1,1681,0,0,1,0,0,1,5.4305272
42,13,0,0,1,0,0,1,1,1764,0,0,1,0,1,1,2.8346944
42,13,0,0,1,0,0,1,1,1764,0,0,1,0,1,1,2.2102971
42,13,0,0,1,0,0,1,1,1764,0,0,1,0,0,1,1.8775922
54,13,0,0,1,0,0,1,1,2916,0,0,1,0,1,1,0
29,14,0,0,1,0,0,1,1,841,0,0,1,0,0,0,0
54,12,0,0,1,0,0,1,1,2916,0,0,1,0,0,1,0
54,12,0,0,1,0,0,1,1,2916,0,0,1,0,0,1,0
26,14,0,0,1,0,0,1,1,676,0,0,1,0,1,1,0
43,17,0,0,1,0,0,1,1,1849,0,0,0,1,0,0,5.9531546
54,12,0,0,1,0,0,1,1,2916,0,0,1,0,0,0,0
37,12,0,0,1,0,0,1,1,1369,0,0,1,0,0,0,0
54,16,0,0,1,0,0,1,1,2916,0,0,1,0,0,1,9.8881769
48,17,0,0,1,0,0,1,1,2304,0,0,1,0,0,1,19.790045
44,12,0,0,1,0,0,1,1,1936,0,0,1,0,0,0,4.7705231
54,12,0,0,1,0,0,1,1,2916,0,0,1,0,0,1,.9851386
38,12,0,0,1,0,0,1,1,1444,0,0,1,0,0,0,2.8814623
37,13,0,0,1,0,0,1,1,1369,0,0,1,0,1,1,0
27,17,0,0,1,0,0,1,1,729,0,0,1,0,0,1,13.104055
51,12,0,0,1,0,0,1,1,2601,0,0,1,0,0,1,7.5681763
39,12,0,0,1,0,0,1,1,1521,0,0,1,0,0,1,14.070323
55,14,0,0,1,0,0,1,1,3025,0,0,1,0,1,1,11.772574
54,13,0,0,1,0,0,1,1,2916,0,0,1,0,0,1,4.3641362
54,13,0,0,1,0,0,1,1,2916,0,0,1,0,0,1,0
34,12,0,0,1,0,0,1,1,1156,0,0,1,0,0,0,0
50,14,0,0,1,0,0,1,1,2500,0,0,1,0,0,1,3.641979
50,12,0,0,1,0,0,1,1,2500,0,0,1,0,1,1,5.9265499
21,14,0,1,0,0,.071612902,0,1,441,.035806451,0,0,1,0,1,10.55041
26,12,0,0,1,0,.071612902,0,1,676,.035806451,0,1,0,1,0,2.4706788
21,13,0,0,0,0,.692855,0,1,441,.3464275,0,0,1,1,1,16.552994
23,16,0,0,1,0,1.52177,0,1,529,.760885,0,1,0,0,0,21.283438
21,15,0,0,0,0,3.2225802,0,1,441,1.6112901,0,0,1,0,1,9.0379286
23,14,0,0,0,0,3.4016101,0,1,529,1.7008051,0,0,1,0,0,2.3238161
27,16,0,0,1,0,4.8338699,0,1,729,2.416935,0,1,0,0,1,27.103487
25,12,0,0,1,0,5.7290297,0,1,625,2.8645148,0,0,1,0,1,16.167313
27,17,0,0,0,0,6.0871,0,1,729,3.04355,0,0,1,0,1,17.538399
55,12,0,0,1,0,6.26613,0,1,3025,3.133065,0,0,1,1,1,17.517803
20,12,0,0,1,0,7.1612902,0,1,400,3.5806451,0,1,0,0,1,18.920622
18,12,0,0,1,0,8.0564499,0,1,324,4.0282249,0,0,1,0,0,9.8993979
27,12,0,0,1,0,8.2354803,0,1,729,4.1177402,0,0,1,0,1,10.782029
28,16,0,0,1,0,8.9516106,0,1,784,4.4758053,0,0,1,0,0,13.210875
36,12,0,0,1,0,10.7419,0,1,1296,5.3709502,0,1,0,0,0,8.8995037
27,13,0,0,1,0,16.1129,0,1,729,8.0564499,0,0,1,1,1,20.239763
45,17,0,0,1,0,16.1129,0,1,2025,8.0564499,0,0,1,0,0,14.520243
45,17,0,0,1,0,16.1129,0,1,2025,8.0564499,0,0,1,1,1,21.086565
45,17,0,0,1,0,16.1129,0,1,2025,8.0564499,0,0,1,0,1,12.509103
31,12,0,0,1,0,17.9032,0,1,961,8.9516001,0,1,0,0,0,7.7211084
34,12,0,0,1,0,17.9032,0,1,1156,8.9516001,0,0,1,1,1,8.7274399
34,12,0,0,1,0,17.9032,0,1,1156,8.9516001,0,0,1,0,0,10.272561
47,14,0,0,1,0,17.9032,0,1,2209,8.9516001,0,0,1,0,0,17.375011
35,16,0,0,1,0,19.693501,0,1,1225,9.8467503,0,0,1,1,1,17.245594
43,17,0,0,1,0,21.1616,0,1,1849,10.5808,0,0,1,0,0,16.03816
29,15,0,0,0,0,21.4839,0,1,841,10.74195,0,0,1,0,0,28.861691
31,12,0,0,1,0,21.4839,0,1,961,10.74195,0,0,1,0,1,20.645954
52,12,0,0,1,0,21.4839,0,1,2704,10.74195,0,0,1,1,1,14.451141
22,16,0,0,0,0,22.5581,0,1,484,11.27905,0,0,1,0,0,22.949629
53,15,0,0,1,0,24.169401,0,1,2809,12.084701,0,0,1,0,0,23.609196
29,17,0,0,1,0,25.9597,0,1,841,12.97985,0,0,1,0,1,22.793968
31,13,0,0,1,0,25.9597,0,1,961,12.97985,0,0,1,0,0,25.623026
35,12,0,0,1,0,26.138699,0,1,1225,13.069349,0,0,1,0,0,19.184534
29,16,0,0,1,0,26.854801,0,1,841,13.427401,0,0,1,1,1,17.304373
39,12,0,0,1,0,28.645199,0,1,1521,14.322599,0,0,1,0,1,18.887722
37,14,0,0,1,0,32.2258,0,1,1369,16.1129,0,1,0,0,0,28.595346
30,14,0,0,1,0,32.2258,0,1,900,16.1129,0,0,1,1,1,33.896286
